"Gene","Global","Intra","CellType"
"VAV3",0.71414131369541,0.233996352401637,"macrophage"
"VCAN",0.411128694705129,188529887.348439,"macrophage"
"WASH3P",0.234669469933357,93009602454.9567,"macrophage"
"WASH5P",0.226648362947066,0.0974772116971053,"macrophage"
"WASHC2C",0.489962348479326,0.257874179710313,"macrophage"
"WDFY2",0.532473298077462,0.128858568310221,"macrophage"
"WDFY4",0.15441147608172,132080936.081996,"macrophage"
"WDR74",0.666891643983683,0.381951967620386,"macrophage"
"WDR81",0.119458404011366,2118500676937.35,"macrophage"
"WDR83OS",4882154681921342,178431174.41332,"macrophage"
"YEATS2",0.210666268608323,0.0904266073973585,"macrophage"
"Z93241.1",0.157398948922411,152771616.268965,"macrophage"
"Z93930.2",0.352546821691505,0.205627769048386,"macrophage"
"Z97192.3",15457485602028884,NA,"macrophage"
"ZAP70",6277660076622571,0.00748511608943548,"macrophage"
"ZBTB37",0.150503809186983,NA,"macrophage"
"ZCWPW2",3196129753273586,42643173254.4819,"macrophage"
"ZDHHC20",0.674450292507671,0.335855220532216,"macrophage"
"ZEB2-AS1",11529885253897428,79369312320.7866,"macrophage"
"ZFY",0.228436133610937,0.0614197175531694,"macrophage"
"ZMYND8",1.0900314203509,0.177958301099587,"macrophage"
"ZNF276",0.292407186476494,0.0920411600163546,"macrophage"
"ZNF445",0.318577791029399,0.0563881802664192,"macrophage"
"ZNF808",0.0904267415543862,860528391.189227,"macrophage"
"ZYX",1.51291655701371,1311438326.83713,"macrophage"
"AC003681.1",0.201861167512993,0.5143339708522,"monocyte"
"AC004687.1",0.827802233964366,1.48451078026653,"monocyte"
"AC007384.1",0.106109876782267,0.159181572547127,"monocyte"
"AC007952.4",29271504091958036,0.266811793320247,"monocyte"
"AC008038.1",1.7603574449394,49442453806.4528,"monocyte"
"AC008735.2",20516966999736752,0.0901837705618057,"monocyte"
"AC009951.1",0.234394599783039,1.02996984988452,"monocyte"
"AC010997.6",0.0670546851563714,0.197218120338546,"monocyte"
"AC011446.2",7989292985395830,0.0243124814839164,"monocyte"
"AC016739.1",0.0861209524659662,0.142037870114626,"monocyte"
"AC017104.1",1280139287.62694,NA,"monocyte"
"AC020656.1",0.385572285126138,2.5902334046367,"monocyte"
"AC020911.2",0.237908846735509,0.386398136228612,"monocyte"
"AC024293.1",1.28737429926525,2315438682467.86,"monocyte"
"AC025164.1",0.460750279177909,0.506185043622278,"monocyte"
"AC025171.2",0.0751281224075245,0.156359033994611,"monocyte"
"AC087239.1",0.244669580499136,0.391949443189109,"monocyte"
"AC096667.1",0.124307652759049,0.351221118862612,"monocyte"
"AC103591.3",0.319474002881377,0.467332412517916,"monocyte"
"AC109326.1",1.82106382076563,2.79316984044129,"monocyte"
"AC116533.1",0.376410573029666,1311764938469314,"monocyte"
"AC119396.1",13055366074802476,0.0337599037663738,"monocyte"
"AC127502.1",0.0890358261624493,0.168924118665273,"monocyte"
"AC243960.1",0.129368485653651,0.0402506563167072,"monocyte"
"AC245014.3",0.664351880584268,0.851560953613967,"monocyte"
"AC245060.7",0.131704305006922,0.254559759216291,"monocyte"
"AC245297.3",0.408036526608886,0.875669020868933,"monocyte"
"ACSF3",0.282261928496146,0.648391184229353,"monocyte"
"AD000090.1",5004487006035168,812437841400.026,"monocyte"
"ADA2",0.780498932613356,2.26568707000811,"monocyte"
"ADAMTS2",0.285198250091392,1.14477400690721,"monocyte"
"ADCY7",0.525183178373249,1.73848290424539,"monocyte"
"ADGRG5",6527919272.68276,NA,"monocyte"
"ADRB2",0.306905329415018,0.742723060791993,"monocyte"
"AF213884.3",8449390817596.45,0.0535732743836191,"monocyte"
"AFF3",0.125011274409862,0.0697067211996262,"monocyte"
"AGTRAP",1.11137379761325,3.14742772035343,"monocyte"
"AIF1",0.665328466763105,6.69641944359647,"monocyte"
"AL021155.2",22407300251764360,0.162103137300922,"monocyte"
"AL133415.1",0.0798497198052873,0.0833679581258832,"monocyte"
"AL138963.3",7623324939609508,0.0043985178559339,"monocyte"
"AL354733.3",0.165307771974012,0.220037673514531,"monocyte"
"AL355922.1",4392027702554099,3301069605318032,"monocyte"
"AL365475.1",21241433218988.4,0.00327724774527403,"monocyte"
"AL450998.2",0.181332900862125,0.297665999837216,"monocyte"
"AL627171.1",0.117924365550999,0.113635582542855,"monocyte"
"AL662899.2",72845579376102432,NA,"monocyte"
"AL669831.1",6246349868831046,0.0834036835819545,"monocyte"
"ALDOA",0.5895133366526,772784137282470,"monocyte"
"ALOX15B",0.140699029863452,0.403244844116965,"monocyte"
"AMPH",0.136828409644336,0.364890543089974,"monocyte"
"ANKRD13D",1.76057945827437,470595547.498861,"monocyte"
"AOAH",0.54187528759595,1.47993079719816,"monocyte"
"AP003733.4",0.142161695359575,0.393372009678886,"monocyte"
"AP1B1",0.720812447271994,4.70111108246746,"monocyte"
"AP4E1",0.167426966504327,0.375357142937365,"monocyte"
"APAF1",0.363087924574715,1.63062550866459,"monocyte"
"APOBEC3G",0.215827886969257,0.950183690112121,"monocyte"
"APOBR",0.354721205726258,0.855518550919357,"monocyte"
"ARHGAP27",0.451268223112769,1.13697815124671,"monocyte"
"ARHGAP4",1.28731514186505,355.290983139366,"monocyte"
"ARHGEF2",1.10994338268055,10.7305999244634,"monocyte"
"ASCL2",0.0681874882292357,0.118938680625256,"monocyte"
"ASGR1",0.245612426370982,0.91099016647178,"monocyte"
"ASGR2",0.121662673142813,0.312658561693759,"monocyte"
"ATAD2B",0.527993875023236,1.79048321114599,"monocyte"
"ATAD5",0.0837974490721123,0.147818541512771,"monocyte"
"ATP13A1",0.212305423637568,0.510454939777318,"monocyte"
"ATP2B1-AS1",1.89533859032544,4.93039383548749,"monocyte"
"ATP6V0A2",0.216241665315645,0.35407225277085,"monocyte"
"ATP6V0C",0.142238494483085,1240584848810.74,"monocyte"
"ATP8B4",0.197107461078128,0.477623030232795,"monocyte"
"AZU1",6295687562758805,0.296374666574085,"monocyte"
"BAHCC1",0.0556904949113936,0.137188199600652,"monocyte"
"BCL11A",0.233746492499287,0.297552893570174,"monocyte"
"BEST1",0.281139113866854,0.882833337028904,"monocyte"
"BLK",0.0873694195224229,8382574544394.16,"monocyte"
"BMS1P1",0.0846088960132862,0.158309671792075,"monocyte"
"BRI3BP",0.276394770024337,0.861683352764504,"monocyte"
"BTK",0.473638570221526,1.7293210203807,"monocyte"
"BTN3A3",0.112803839148036,0.149378977469241,"monocyte"
"BX284668.5",0.153117966930628,0.312206921329592,"monocyte"
"C11orf21",0.0901775095892037,0.173906992401103,"monocyte"
"C17orf49",657098987.118556,0.0640522326243004,"monocyte"
"C1orf162",2.01670023273249,4.09327337107261,"monocyte"
"C21orf58",5656123185926562,15222889359856364,"monocyte"
"C5orf30",0.124028209996279,0.377222469253146,"monocyte"
"CABIN1",0.389796017534722,0.643408967836035,"monocyte"
"CALHM6",0.155113075743812,0.278010140619117,"monocyte"
"CARD11",177878820.755423,7769219472.39919,"monocyte"
"CARD9",0.0826762175341904,0.188989590694535,"monocyte"
"CASP1",0.789063324889967,2.03730577037458,"monocyte"
"CCDC88A",1.03495277930529,336018100295706,"monocyte"
"CCDC88B",0.863912501507522,2.107503333276,"monocyte"
"CCDC88C",1.18248490014928,12.3874095306451,"monocyte"
"CCL3",0.468902598380955,0.505603047966272,"monocyte"
"CCR1",0.24235972198859,0.725298064596566,"monocyte"
"CCR2",2062823019476938,13667586436601580,"monocyte"
"CD14",0.465011275091843,2.0284053846088,"monocyte"
"CD163",0.44012172874662,1.65527013471956,"monocyte"
"CD180",0.119935956698142,0.173543866621051,"monocyte"
"CD1D",0.17602559663429,0.467299811525254,"monocyte"
"CD244",35483798227162964,0.0573042202093642,"monocyte"
"CD247",3893001104746554,NA,"monocyte"
"CD300A",0.285978325654562,0.699214791109925,"monocyte"
"CD300C",0.0691765493538514,0.158388066893393,"monocyte"
"CD302",0.572371120407673,8.99862537824652,"monocyte"
"CD33",0.231689512869807,0.907390150041299,"monocyte"
"CD38",0.129388563926548,0.234668799455977,"monocyte"
"CD68",0.20044368168177,0.613448447663565,"monocyte"
"CD7",0.157833751856796,0.0033039577741753,"monocyte"
"CD79B",0.227893900802854,0.353202082886259,"monocyte"
"CDK11A",0.445954602122281,1.23221034461016,"monocyte"
"CDK5RAP3",0.13812781766058,0.139441656857831,"monocyte"
"CDK6",0.229838918674443,0.498783496858841,"monocyte"
"CEBPA",0.214187471777923,0.670658716011943,"monocyte"
"CEP78",0.144108465774289,0.159491692789972,"monocyte"
"CES1",0.203815297736009,0.519124401392165,"monocyte"
"CFP",2835902512687361,0.115312470170268,"monocyte"
"CHFR",0.403437387949754,1.44800752625862,"monocyte"
"CHST11",0.533415318908471,1.8713588487429,"monocyte"
"CHST12",0.419617996454652,0.647009868217404,"monocyte"
"CLASP1",0.38565611780989,1.03907935497389,"monocyte"
"CLCN7",0.349789539442727,1.06871074480373,"monocyte"
"CLEC11A",0.251832589367391,0.776730020711598,"monocyte"
"CLEC12A",0.334578050134217,2.65901576320907,"monocyte"
"CLIC3",3722044432216044,0.00494726097219785,"monocyte"
"CLK2",0.186670795665794,0.376256393176301,"monocyte"
"CLN3",0.0736636250561445,0.118394029115092,"monocyte"
"CLSTN3",0.0745397752805851,0.0829258324783391,"monocyte"
"CNTRL",2.73335860926825,1319779126498251,"monocyte"
"COMMD9",0.454176182818502,1.783818526256,"monocyte"
"COQ7",0.367024871825631,0.702644754943259,"monocyte"
"COX16",0.216071265855008,0.639040071772342,"monocyte"
"CPT1A",0.923371557392102,14.8947184286761,"monocyte"
"CTBP1",1.60291201677995,4208629125744037,"monocyte"
"CTSW",0.165366531759823,0.13322632446007,"monocyte"
"CX3CR1",14723122717622638,0.0182335044435781,"monocyte"
"CXorf21",0.144631065593502,0.369067674788629,"monocyte"
"CXXC5",0.556708212046997,1.30645884199489,"monocyte"
"CYBB",0.713021252676481,2.0638748652303,"monocyte"
"DCTN4",0.981323389227034,9.7751068994369,"monocyte"
"DEFA3",9715199052336126,14973235500590628,"monocyte"
"DEFA4",5976211054652577,79228073491753.5,"monocyte"
"DENND1A",0.210229121952034,0.591508054819589,"monocyte"
"DENND2D",0.376354650885722,1.4564749541908,"monocyte"
"DGKG",4499173308759024,0.123472750286586,"monocyte"
"DGKZ",1.8942098012485,1747284868.19822,"monocyte"
"DIAPH2",1.0765774096835,23.0071489057231,"monocyte"
"DIP2A",0.816354363776435,4.02215947486454,"monocyte"
"DLEU2",0.392642814473896,1.46944652353155,"monocyte"
"DMXL2",0.358547930538795,2.31446986102306,"monocyte"
"DNAJC13",0.456376401151007,2.33875640316079,"monocyte"
"DOCK11",1.61280396263142,13.1886902903885,"monocyte"
"DOK2",0.704957853183801,1.900058638139,"monocyte"
"DPYD",0.813845548402861,4.87860072393937,"monocyte"
"DUSP6",0.737052535937444,2.4491771949989,"monocyte"
"E2F3",0.519165265727758,4.7612397573225,"monocyte"
"EEF1G",0.0843865131221778,0.186236791771339,"monocyte"
"EFCAB2",0.16086171842379,0.396083662491184,"monocyte"
"EFTUD2",0.431538275076921,2.00679305547901,"monocyte"
"EHBP1L1",1.48618038185824,421236183630875,"monocyte"
"EIF4A1",1.51892674710418,2.94369493813673,"monocyte"
"ELANE",33994253397688.5,0.271030593740997,"monocyte"
"ELMO1",0.729843208877565,1.55351154351352,"monocyte"
"EMILIN2",0.486993928899037,2.89813349155734,"monocyte"
"EOMES",8911189543.64595,NA,"monocyte"
"EPS15L1",0.258137233983212,0.471382696630232,"monocyte"
"EREG",0.363354469755606,2.76517733317218,"monocyte"
"ETV6",1.45301790491638,17.6147920763384,"monocyte"
"FAM111A",0.817989516281959,4.00982129774968,"monocyte"
"FAM117A",0.228269620712731,0.219713676439149,"monocyte"
"FAM129C",3685851847616710,324957892.983667,"monocyte"
"FAM198B-AS1",0.0764773726852971,0.204086796950924,"monocyte"
"FAM30A",5923141555453646,6833684111986961,"monocyte"
"FANCA",37789227626.366,3414119117876490,"monocyte"
"FCGR3A",0.417371720775202,0.238885595850921,"monocyte"
"FCN1",0.175815350255351,0.916895217795368,"monocyte"
"FCRL6",1588229192.3529,NA,"monocyte"
"FCRLA",2840074323741721,NA,"monocyte"
"FES",0.393714452751266,2.28501569071949,"monocyte"
"FGD2",0.420004980298678,0.970683405947485,"monocyte"
"FGFBP2",9893955123451392,NA,"monocyte"
"FGL2",0.50066394351148,1.77432802784646,"monocyte"
"FGR",1.16482575248069,1.86638499486435,"monocyte"
"FLI1",2.07236086883584,20.1639264855936,"monocyte"
"FLT3",1274930627696.13,1.53266072175567,"monocyte"
"FMN1",0.231221803091655,0.807839863057921,"monocyte"
"G6PD",0.664587407913363,2.78504780515626,"monocyte"
"GAB3",0.27697788825925,0.598168637164748,"monocyte"
"GABARAP",1.04633602788553,851667325131399,"monocyte"
"GAK",1.17887166951678,5.80664823807546,"monocyte"
"GAPT",0.218790876055273,0.43761783293042,"monocyte"
"GASK1B",0.32613202907094,1.64022747498233,"monocyte"
"GBP5",0.131778841888714,0.121893562337328,"monocyte"
"GIHCG",0.129983736706111,0.232892738258447,"monocyte"
"GM2A",0.40929322993273,1.02658466714085,"monocyte"
"GNLY",2313336756570978,NA,"monocyte"
"GOLGA8A",0.294160010182043,0.263746351924983,"monocyte"
"GOLGA8B",0.300448316993085,0.259389782625197,"monocyte"
"GOLGA8N",504207760.324304,6906128657.72331,"monocyte"
"GPM6A",0.393662457986908,1.27931342324963,"monocyte"
"GPR141",1162800213270.14,0.10191688991618,"monocyte"
"GRK3",0.517934574851259,1.66068436601895,"monocyte"
"GSAP",0.322026481518513,0.835900117541353,"monocyte"
"GSE1",0.342961047867242,0.688465291792131,"monocyte"
"GSR",0.715032731771319,2.71007202125499,"monocyte"
"GSTM2",2729360983205628,3886470341017538,"monocyte"
"GVINP1",0.212125760868369,0.142742332092156,"monocyte"
"GZMA",7141128479408301,NA,"monocyte"
"GZMB",0.131086439570253,0.00711061052095051,"monocyte"
"HDAC10",0.167502381284767,0.378027864789906,"monocyte"
"HDAC9",0.242100262343236,0.545710735300739,"monocyte"
"HELLS",15605056550185302,4299302496421067,"monocyte"
"HIST1H2AG",0.102187993062706,0.109596226241683,"monocyte"
"HIST1H2AK",1451143833118483,0.0544306695169937,"monocyte"
"HIST1H2BE",9551893621662948,0.0572419333673064,"monocyte"
"HIST1H4E",0.1238757492526,0.202558443087349,"monocyte"
"HIST2H2AA4",0.0850594973550995,0.126006306814573,"monocyte"
"HLA-H",211697732288.583,0.0644183722589642,"monocyte"
"HSH2D",0.287054672502817,0.228269374081126,"monocyte"
"HTT",0.606284851729976,1.9753382958894,"monocyte"
"HVCN1",0.545286580329284,2.01058975842919,"monocyte"
"IFI30",0.204550983887899,0.794359988510621,"monocyte"
"IKZF3",0.391986624502758,0.0230813291917712,"monocyte"
"IL17RA",1.21846791294167,377.08520962171,"monocyte"
"IL1R2",0.19516203000277,1.12048773346314,"monocyte"
"IL27RA",0.454209370002676,0.943774043496125,"monocyte"
"IL2RB",3115823369203523,0.00148157542024987,"monocyte"
"INPP4A",0.465556500128992,1.46325080336844,"monocyte"
"INPPL1",0.370224330233505,1.36064826986892,"monocyte"
"IRAK3",0.982042730204937,750349109148187,"monocyte"
"IRF5",0.244904956508877,0.595836190380281,"monocyte"
"IRF8",1.63513159381508,4.89492397154687,"monocyte"
"ITGAL",0.499394934259879,1.54612187446322,"monocyte"
"ITGAM",0.637568853421438,1.40822662233953,"monocyte"
"ITPK1",0.378531938590463,1.24360105273399,"monocyte"
"JAZF1",0.417410218310326,1.05369864435632,"monocyte"
"JDP2",0.576917968051375,5.45881338859153,"monocyte"
"KCNAB2",0.896668678825867,3.6836722502618,"monocyte"
"KCNE1",0.172042121202652,0.62237681339538,"monocyte"
"KCNE3",0.225023540293772,0.798601801132617,"monocyte"
"KCTD12",0.530890348977301,3.12086274276862,"monocyte"
"KDM5D",0.21141331323113,0.456386653598564,"monocyte"
"KIAA0930",0.620318689788633,2.79610390938798,"monocyte"
"KLHL8",0.346064015986661,1.23383286804437,"monocyte"
"KLRC1",9897730999594912,0.00135338834862881,"monocyte"
"KLRD1",1665951491984336,NA,"monocyte"
"KLRF1",7048109135483814,1.02500482581801,"monocyte"
"KMT2D",0.450083279410901,1.08914573224406,"monocyte"
"KMT2E-AS1",0.578520868840485,0.916988098848256,"monocyte"
"KRI1",0.257609264140806,0.510088203307202,"monocyte"
"LAIR1",0.872715406622399,2.2304100224329,"monocyte"
"LAT2",1.61292732901648,5.16398527801143,"monocyte"
"LFNG",0.350592398751357,0.794643938964952,"monocyte"
"LGALS9",0.655713740014191,2.94282821586426,"monocyte"
"LILRA2",0.275836427044023,0.978079638830419,"monocyte"
"LILRB1",0.232453616638504,0.266869263582833,"monocyte"
"LILRB2",0.327679663270113,1.10447011166723,"monocyte"
"LILRB4",0.165258167359801,0.504656037654123,"monocyte"
"LINC00174",0.104708819217636,0.171729692962353,"monocyte"
"LINC00877",5870954621431372,0.142129296447408,"monocyte"
"LINC01138",0.190939797017061,0.18918733693238,"monocyte"
"LINC01145",19187178273926772,0.00822652356806952,"monocyte"
"LINC01220",4940053696454344,3882078562663263,"monocyte"
"LINC01857",5126913710940543,4359449279.29673,"monocyte"
"LINC02256",0.119993058385345,0.175008058093532,"monocyte"
"LRRC37A4P",0.153321359112099,0.250959428269763,"monocyte"
"LST1",0.674739689064702,4.19894128385471,"monocyte"
"LTA4H",1.38879732407426,4.50432583568135,"monocyte"
"LY86",0.534240192830349,0.978495280946225,"monocyte"
"LYL1",0.65579325725878,2.54013305269546,"monocyte"
"LYZ",0.70160262115748,24.1219173726598,"monocyte"
"MAN2B1",0.20706120374343,0.524616706623573,"monocyte"
"MANBA",0.642778977015348,3.10427761252553,"monocyte"
"MAP3K1",1.43683253011272,8.47429190111473,"monocyte"
"MAPK8IP3",0.219419475804584,0.448609675417868,"monocyte"
"MARC1",0.183582459607884,0.741460536360437,"monocyte"
"MARCH1",1.15685034134211,2.23657683552773,"monocyte"
"MATK",110540236.404261,0.0377483036520395,"monocyte"
"MATR3-1",0.266735513505074,0.435217381203369,"monocyte"
"MCTP2",0.733623555100468,1.153742738636,"monocyte"
"MIR181A1HG",0.184697216093117,0.599655836762497,"monocyte"
"MIR3188",39405569502258776,1258758761449484,"monocyte"
"MLC1",20351996145.4732,15545676379356,"monocyte"
"MPEG1",0.452842481292933,1.077028348487,"monocyte"
"MPO",6456907369097751,0.454850446197361,"monocyte"
"MRPS24",3580784874672062,0.0439773948223221,"monocyte"
"MRTFA",0.358549231074439,1.24942488557334,"monocyte"
"MS4A1",0.11916577427505,961255166410.577,"monocyte"
"MS4A3",12095667478216546,9580727834352642,"monocyte"
"MS4A4E",0.0720157871742066,0.19292307350683,"monocyte"
"MS4A6A",0.608558071313853,10.203570167994,"monocyte"
"MT-TC",0.0922303799855318,0.240971077711525,"monocyte"
"MT-TE",0.416841328515798,2.06882733075826,"monocyte"
"MT-TG",0.145788796879341,0.486154387926114,"monocyte"
"MT-TK",0.247038529693847,0.839337988812457,"monocyte"
"MT-TS2",0.622868339752841,4.24962228704981,"monocyte"
"MT-TV",0.510708408662372,1.89318328187973,"monocyte"
"MTG1",0.118708322338631,0.146544194819099,"monocyte"
"MYB",289744821.032441,11335467346089680,"monocyte"
"MYO15B",0.220598859284926,0.577089517270091,"monocyte"
"MYO1G",1.68473091513027,4.30461526257215,"monocyte"
"MZF1-AS1",0.0699905800537941,0.0904344209142145,"monocyte"
"NAIP",0.51571045682291,3.10912150406079,"monocyte"
"NAPSB",0.172377494444972,0.222577278749894,"monocyte"
"NBPF10",0.0974532640202539,0.183005513433748,"monocyte"
"NBPF12",0.178144014520707,0.337677514410928,"monocyte"
"NBPF14",0.292434529901881,0.686471093479741,"monocyte"
"NCAM1",0.0845369833299885,0.130372688493229,"monocyte"
"NCR1",49068592031340160,0.00499330663661961,"monocyte"
"NCR3",5302638736869260,NA,"monocyte"
"NDUFV2P1",5604147720850404,0.0162462965651597,"monocyte"
"NEIL1",7480399019486.42,0.0396988689547808,"monocyte"
"NFATC3",0.458716015061382,1.25465267809077,"monocyte"
"NFE2",0.201348236849695,0.612401210245382,"monocyte"
"NKG7",0.526453447749893,11209195976785552,"monocyte"
"NLRC3",9453007382356816,148185616334.431,"monocyte"
"NLRP3",0.355161966267475,1.24045997083712,"monocyte"
"NME2",0.291882777344406,1314693712753354,"monocyte"
"NPIPB5",0.152780043855472,0.26846472504979,"monocyte"
"NRROS",0.142025876818103,0.273295978544543,"monocyte"
"NUP210",0.411766975280159,0.670098158350704,"monocyte"
"OGFR",0.895545097682242,5.02218457677703,"monocyte"
"OSBPL5",0.0881448927129485,0.0977177693584907,"monocyte"
"P2RX7",0.138396443465814,0.337450532577441,"monocyte"
"PAGR1",0.0848681019400777,0.133130436853629,"monocyte"
"PARP15",0.184479932544549,0.046550473738913,"monocyte"
"PARVG",1.52721258072376,18.1783886536063,"monocyte"
"PCNT",0.237417930576243,0.506253141443513,"monocyte"
"PDE7A",1.04675502964034,1.89091136064937,"monocyte"
"PDZD4",199256959.924162,0.00252322333595455,"monocyte"
"PHKA2",0.181274005166871,0.451625996105006,"monocyte"
"PI4KA",0.297019970070524,0.70964578524953,"monocyte"
"PIK3R5",0.331533952192575,0.971847999934451,"monocyte"
"PIKFYVE",0.636851029707053,2.06761707630479,"monocyte"
"PLBD1",0.166554725855958,0.688374260991242,"monocyte"
"PLCB2",0.517667868908128,1.51762696006397,"monocyte"
"PLCG2",0.48760404740385,1.24244386423056,"monocyte"
"PLCL2",0.496366962644115,1.208807497419,"monocyte"
"PLEKHG3",0.0864050089393363,0.150585553556888,"monocyte"
"PLXND1",0.482456834272693,1.2726391041765,"monocyte"
"POLD4",0.243262089562994,0.938225284884151,"monocyte"
"POU2F2",1.44884253870573,2.34020631344238,"monocyte"
"PPIL2",0.248519765517631,0.675684698635782,"monocyte"
"PPP1R9B",0.501808877883151,1.654426705592,"monocyte"
"PPP5C",0.248725968266013,0.580543715739739,"monocyte"
"PPP6R1",0.208230899520061,0.360852476583144,"monocyte"
"PPP6R2",0.921951279217448,3.34797946952635,"monocyte"
"PRAM1",0.259675925244761,0.917540052191653,"monocyte"
"PRF1",8301083094221464,NA,"monocyte"
"PRKY",0.135083350999475,0.201432857024587,"monocyte"
"PRSS57",59183039326387624,9434170423485640,"monocyte"
"PRTN3",2515115855812524,953824141625829,"monocyte"
"PSD4",0.319805331747088,0.710300730970602,"monocyte"
"PSMA6",0.476319965771249,1.50630952334734,"monocyte"
"PSMB8-AS1",0.476902563612934,1.48124567075591,"monocyte"
"PSTPIP1",0.594839873192489,1.82684184251395,"monocyte"
"PTCH2",3857717158053990,0.104968644906368,"monocyte"
"PTGDR",7726442058296873,0.00129428007610063,"monocyte"
"PTPN18",1.81789822538313,95.4415070535734,"monocyte"
"PTPN4",0.26685778398783,0.39958967864441,"monocyte"
"PTPN7",0.318771927735952,0.2990200106948,"monocyte"
"PTPRCAP",15786872544951024,NA,"monocyte"
"PYCARD",1.58106707018971,4.62560449252835,"monocyte"
"PYHIN1",2094136047973326,NA,"monocyte"
"RAB44",46269614283725624,12920452170808312,"monocyte"
"RABEP2",0.161784840156565,0.203799722746694,"monocyte"
"RALGPS2",0.291912299904085,0.411760871256896,"monocyte"
"RASSF1",0.58950881661695,1.59798068859624,"monocyte"
"RASSF2",0.692337594081981,3.99329531685809,"monocyte"
"REEP4",0.21625601806083,0.711762721996441,"monocyte"
"RF00003",3475955394224352,4561388695587988,"monocyte"
"RF00003-10",0.296234103754136,0.461363893679606,"monocyte"
"RF00003-11",25778114217460348,264960731667.212,"monocyte"
"RF00003-2",4164441985610.75,564623851336.503,"monocyte"
"RF00003-7",35709270589762920,8135320423.24167,"monocyte"
"RF00003-9",37661048419147624,6650658163671.01,"monocyte"
"RF00012-39",17277905243520776,0.273288525925108,"monocyte"
"RF00017-71",0.300459983859273,1.40589686540876,"monocyte"
"RHBDF2",0.432990868822165,1.15313623415613,"monocyte"
"RIN3",0.955193354642259,4.88085784631183,"monocyte"
"RN7SL2",0.482796661841736,1.68103374419953,"monocyte"
"RNASE2",0.366505071287384,1.23068944440552,"monocyte"
"RNASE6",0.539124376375152,1.2780327889267,"monocyte"
"RNASEK",0.446272737875054,1.0510241846952,"monocyte"
"RNF220",0.599547633928749,1.32787027160335,"monocyte"
"RNPEP",0.506608413380577,2.9498750789233,"monocyte"
"RNU1-122P",1431251054077639,62496111719617232,"monocyte"
"RNU2-63P",15744903603838088,0.163521689986637,"monocyte"
"RNU4-1",9898037693658970,3503191650632370,"monocyte"
"RNU4-2",0.286964848441348,0.52103208630604,"monocyte"
"RNU4ATAC",1039507012256827,0.123179748299864,"monocyte"
"RNU5A-1",20743588333992696,0.466343736994385,"monocyte"
"RNU5B-1",115647009084629552,0.207414516501862,"monocyte"
"RNU5D-1",5673409774657822,0.181828635171458,"monocyte"
"RNU5E-4P",21008867343893408,5815152015626148,"monocyte"
"RNU5F-1",5240022953838423,13696423143.678,"monocyte"
"RNVU1-15",4426800037340990,0.132825900488848,"monocyte"
"RNVU1-19",16170487475404012,0.280287008548561,"monocyte"
"RNVU1-4",449783769231.299,6102087413162.68,"monocyte"
"RNVU1-6",5492909074133849,6907118592159998,"monocyte"
"RPL22P1",0.334550446176235,2.07434055397212,"monocyte"
"RPS6KA4",0.201645542738787,0.591294261165569,"monocyte"
"RRP12",0.204796225924488,0.499695825927542,"monocyte"
"RUNX1",1.20028423184044,39.7544963731796,"monocyte"
"S100PBP",0.350666532591618,0.665982718825382,"monocyte"
"S100Z",18248832721851868,4843026784565559,"monocyte"
"S1PR5",106379817822531264,NA,"monocyte"
"SAMD3",2756660754721085,NA,"monocyte"
"SAP30",0.679459592900534,7.28623027025821,"monocyte"
"SASH3",0.926824392911842,1.81929253979837,"monocyte"
"SCIMP",0.424326025445148,0.868544678959566,"monocyte"
"SDR42E2",0.126991957317056,0.203935229296328,"monocyte"
"SERPINB8",0.256220077936987,0.801564129701393,"monocyte"
"SH2D1B",34015950192649544,NA,"monocyte"
"SH2D3C",0.228727832814991,0.406923547480393,"monocyte"
"SH3BP1",0.361619425226934,0.753128285273715,"monocyte"
"SH3BP2",0.88601839155951,3.46509029370986,"monocyte"
"SIGLEC7",0.102037414764634,0.196198822517571,"monocyte"
"SIGLEC9",0.118811110994968,0.32199782741296,"monocyte"
"SIRPB2",0.102566686296488,0.282339545765845,"monocyte"
"SLC12A9",0.371720551064541,1.26477854620502,"monocyte"
"SLC17A9",0.0634354545987502,0.0895466470434082,"monocyte"
"SLC36A4",0.569206124131492,3.97412808757276,"monocyte"
"SLC39A10",0.66068790696289,1.09215379986024,"monocyte"
"SLFN13",0.0798259297245819,0.0840315556106288,"monocyte"
"SNORD3A",0.893625103439998,1.55545958549216,"monocyte"
"SNORD3B-1",0.195256768342086,0.498781450651901,"monocyte"
"SNORD3B-2",2481168729205446,0.337806472543902,"monocyte"
"SNTB1",0.20480027362845,0.549472502234897,"monocyte"
"SPECC1",0.339185302638795,1.55272711163139,"monocyte"
"SPI1",1.07326967624243,160540543617161,"monocyte"
"SPIDR",0.625037232655995,2.2213298994615,"monocyte"
"SPN",0.73794356693565,1.82005004729417,"monocyte"
"SPTLC2",1.23520099460377,3035946578053912,"monocyte"
"SRGAP2",0.426313932517412,2.03154418745891,"monocyte"
"STAB1",0.31128998301765,0.839390819845493,"monocyte"
"STAG3L3",0.177556794709175,0.320697714397711,"monocyte"
"SUGP2",1.24713457970931,2.66414893293451,"monocyte"
"SULT1A3",4291405990860928,0.0603592782224427,"monocyte"
"SYK",2.04394750486419,14.2712404823491,"monocyte"
"SYNE3",0.396527374011054,1.29314002360897,"monocyte"
"TAF10",0.761696920433216,1425109558623852,"monocyte"
