"pval" "Variance_hat" "Method" "delta" "sigma"
0.0235442101978686 0.00278977812222275 "Individual hi" 0 0.1
0.630769894376745 0.00702071460439676 "Change Point" 0.125 0.1
0.00184421279250912 0.00252396542832656 "Individual hi" 0.25 0.1
0.925420728966182 0.00756248594834263 "Change Point" 0.375 0.1
0.00173529268417081 0.00338510192884062 "Individual hi" 0.5 0.1
0.679866954198669 0.0156198582067155 "Change Point" 0.625 0.1
0.0150757226971707 0.0037161886078325 "Individual hi" 0.75 0.1
0.557986513983476 0.0283158427001556 "Change Point" 0.875 0.1
0.00801245743395131 0.00436264611368716 "Individual hi" 1 0.1
0.67237154798823 0.0301421695612211 "Change Point" 1.125 0.1
0.0619348722479908 0.00407224830374647 "Individual hi" 1.25 0.1
0.879914952481349 0.0216003508422827 "Change Point" 1.375 0.1
0.0402097709840016 0.00655851701670107 "Individual hi" 1.5 0.1
0.990531463912729 0.0233014869391635 "Change Point" 1.625 0.1
0.19054719592579 0.00465826269111401 "Individual hi" 1.75 0.1
0.723264755501198 0.0145155405917175 "Change Point" 1.875 0.1
0.200883015843038 0.00549107963462452 "Individual hi" 2 0.1
0.193320296266143 0.0132597108019324 "Change Point" 2.125 0.1
0.112812707130711 0.00648118115428232 "Individual hi" 2.25 0.1
0.0766900001465171 0.0138147731861427 "Change Point" 2.375 0.1
0.268204331389466 0.00650480458433025 "Individual hi" 2.5 0.1
0.406037034818982 0.00921012903992168 "Change Point" 2.625 0.1
0.215346705228731 0.00625504930847756 "Individual hi" 2.75 0.1
0.813970511581572 0.00940185105542803 "Change Point" 2.875 0.1
0.275412645179976 0.00732120100478971 "Individual hi" 3 0.1
0.0378738420510574 0.00883841741742946 "Change Point" 3.5 0.1
0.255318922668301 0.00647359459047714 "Individual hi" 7.52083333333333 0.1
0.702989204712631 0.00807980578898449 "Change Point" 11.5416666666667 0.1
0.439250985120912 0.00705051299028748 "Individual hi" 15.5625 0.1
0.416165550206085 0.00802409797308193 "Change Point" 19.5833333333333 0.1
0.397019911135113 0.00714091766798947 "Individual hi" 23.6041666666667 0.1
0.24447219063242 0.00741929144720347 "Change Point" 27.625 0.1
0.157567038270194 0.00762607859603446 "Individual hi" 31.6458333333333 0.1
0.185500112927204 0.00786184791534164 "Change Point" 35.6666666666667 0.1
0.93684390602639 0.00577785705105112 "Individual hi" 39.6875 0.1
0.313522837710771 0.00531670747210013 "Change Point" 43.7083333333333 0.1
0.683994295110736 0.00727516862741124 "Individual hi" 47.7291666666667 0.1
0.272303076941712 0.00713429811106843 "Change Point" 51.75 0.1
0.476688046586176 0.00867539432082761 "Individual hi" 55.7708333333333 0.1
0.818309249402627 0.0085233039367769 "Change Point" 59.7916666666667 0.1
0.399405519453341 0.00766029149798604 "Individual hi" 63.8125 0.1
0.647532368972953 0.00729412757781181 "Change Point" 67.8333333333333 0.1
0.922124138927076 0.00894378533042467 "Individual hi" 71.8541666666667 0.1
0.76642659553503 0.00863722182577269 "Change Point" 75.875 0.1
0.194648742127459 0.0095674844347053 "Individual hi" 79.8958333333333 0.1
0.407965506091348 0.00904568893045254 "Change Point" 83.9166666666667 0.1
0.954134240967293 0.00870698772046294 "Individual hi" 87.9375 0.1
0.0552245270895788 0.00811511072612481 "Change Point" 91.9583333333333 0.1
0.823058420844598 0.00705085405055838 "Individual hi" 95.9791666666667 0.1
0.418912810732756 0.00585693129802164 "Change Point" 100 0.1
0.110279715497129 0.00867065072265924 "Individual hi" 0 0.1
0.0794233082169774 0.00769023361868869 "Change Point" 0.125 0.1
0.973636230477065 0.0113581555598613 "Individual hi" 0.25 0.1
0.728352516498392 0.00863056278766527 "Change Point" 0.375 0.1
0.528627320908877 0.0107794539160612 "Individual hi" 0.5 0.1
0.48493682966864 0.00865883323367652 "Change Point" 0.625 0.1
0.452514124699791 0.0101291654380289 "Individual hi" 0.75 0.1
