"pval" "Variance_hat" "Method" "delta" "sigma"
0.000769083255618658 0.00201820263133166 "Individual hi" 0 0.1
0.102326869023987 0.00550180523757233 "Change Point" 0.125 0.1
0.0629733855833659 0.00361147200729592 "Individual hi" 0.25 0.1
0.25601977516283 0.00895939684912236 "Change Point" 0.375 0.1
0.0918606701236121 0.00442338250193718 "Individual hi" 0.5 0.1
0.620988429409126 0.0137391926606958 "Change Point" 0.625 0.1
0.00283888471926465 0.00461665920113775 "Individual hi" 0.75 0.1
0.740835977988492 0.0309918563735736 "Change Point" 0.875 0.1
0.189469506612287 0.0036659060962432 "Individual hi" 1 0.1
0.783158612701735 0.0180766830800673 "Change Point" 1.125 0.1
0.055041244356421 0.00383604744706944 "Individual hi" 1.25 0.1
0.740853447645781 0.0207800753799692 "Change Point" 1.375 0.1
0.00199069764957607 0.00547328120335931 "Individual hi" 1.5 0.1
0.446464154765639 0.0203300234529434 "Change Point" 1.625 0.1
0.210893082156737 0.00444084686850604 "Individual hi" 1.75 0.1
0.159984393517091 0.00934949570447274 "Change Point" 1.875 0.1
0.486016472345215 0.00528947572253119 "Individual hi" 2 0.1
0.36179210894324 0.0109316284696241 "Change Point" 2.125 0.1
0.547322333174147 0.00664396203680047 "Individual hi" 2.25 0.1
0.578932973330286 0.0136472439921594 "Change Point" 2.375 0.1
0.404390494703188 0.00586667858736905 "Individual hi" 2.5 0.1
0.412912106420012 0.00841325002234681 "Change Point" 2.625 0.1
0.750603401312778 0.00573397480363146 "Individual hi" 2.75 0.1
0.619138054844971 0.00687490231911032 "Change Point" 2.875 0.1
0.1926004799767 0.00687510418821947 "Individual hi" 3 0.1
0.592689880012895 0.00798411539899363 "Change Point" 3.5 0.1
0.693307955628919 0.00747889908967492 "Individual hi" 7.52083333333333 0.1
0.997576101415425 0.00970591691285901 "Change Point" 11.5416666666667 0.1
0.314983349400981 0.00884205158692464 "Individual hi" 15.5625 0.1
0.547244229232918 0.0104804567361535 "Change Point" 19.5833333333333 0.1
0.518026859996197 0.00753479255967119 "Individual hi" 23.6041666666667 0.1
0.586704123771192 0.00812788837479312 "Change Point" 27.625 0.1
0.384200351583648 0.00662588086761226 "Individual hi" 31.6458333333333 0.1
0.977958240556276 0.00645411721772417 "Change Point" 35.6666666666667 0.1
0.226258498258115 0.00803887459780554 "Individual hi" 39.6875 0.1
0.104551595186524 0.00823008682796941 "Change Point" 43.7083333333333 0.1
0.490343201934148 0.0076635918700534 "Individual hi" 47.7291666666667 0.1
0.172422030049299 0.0074710193654089 "Change Point" 51.75 0.1
0.227374929006851 0.00791259868023571 "Individual hi" 55.7708333333333 0.1
0.869872872834905 0.00742437329843387 "Change Point" 59.7916666666667 0.1
0.570653744438829 0.00972520326790041 "Individual hi" 63.8125 0.1
0.682162731700355 0.00943661552457672 "Change Point" 67.8333333333333 0.1
