"pval" "Variance_hat" "Method" "delta" "sigma"
0.00630902548112671 0.0016372902948054 "Individual hi" 0 0.1
0.796722582151451 0.00458229295002204 "Change Point" 0.125 0.1
0.00398766579300636 0.00219691225057565 "Individual hi" 0.25 0.1
0.846450659052588 0.00747601617201281 "Change Point" 0.375 0.1
0.000451251238051081 0.00447214005370939 "Individual hi" 0.5 0.1
0.466989355702378 0.0175271912273692 "Change Point" 0.625 0.1
0.00815983857185192 0.00312316593924214 "Individual hi" 0.75 0.1
0.512868427738342 0.0238561758673165 "Change Point" 0.875 0.1
0.252335116791631 0.00421437393181592 "Individual hi" 1 0.1
0.000865358678268738 0.0321401194572946 "Change Point" 1.125 0.1
0.00297337775904317 0.00514311834171498 "Individual hi" 1.25 0.1
0.480793242977589 0.0253150626630521 "Change Point" 1.375 0.1
0.0114603461085559 0.00534334542502774 "Individual hi" 1.5 0.1
0.505655402992894 0.0265757013352439 "Change Point" 1.625 0.1
0.275640936617766 0.00590185713829566 "Individual hi" 1.75 0.1
0.152219242493525 0.0238794307653501 "Change Point" 1.875 0.1
0.334296608947699 0.00520680181946213 "Individual hi" 2 0.1
0.98631488644173 0.0107519178850789 "Change Point" 2.125 0.1
0.272338819733842 0.00503782579732145 "Individual hi" 2.25 0.1
0.783947490130054 0.00944031637873341 "Change Point" 2.375 0.1
0.22126837360043 0.00608720865750857 "Individual hi" 2.5 0.1
0.326182873548244 0.00977869964862737 "Change Point" 2.625 0.1
0.830081740905535 0.00642319834646687 "Individual hi" 2.75 0.1
0.245885866805576 0.0101955777767657 "Change Point" 2.875 0.1
0.210200819781964 0.00711017884248383 "Individual hi" 3 0.1
0.467288151228558 0.00837944964015843 "Change Point" 3.5 0.1
0.182007424705429 0.00542622372422719 "Individual hi" 7.52083333333333 0.1
0.0615025160342875 0.00562911281830138 "Change Point" 11.5416666666667 0.1
0.798442634420653 0.0076996578019055 "Individual hi" 15.5625 0.1
0.715872515848351 0.00842590169137483 "Change Point" 19.5833333333333 0.1
0.765281468943454 0.00734659631881676 "Individual hi" 23.6041666666667 0.1
0.292899879916089 0.00781059128781108 "Change Point" 27.625 0.1
0.655218533889736 0.0062563416854995 "Individual hi" 31.6458333333333 0.1
0.691544636445449 0.00604400004648941 "Change Point" 35.6666666666667 0.1
0.767869064285315 0.00736668217513873 "Individual hi" 39.6875 0.1
0.185255244703747 0.00716714295895897 "Change Point" 43.7083333333333 0.1
0.416875247000479 0.00784940850879217 "Individual hi" 47.7291666666667 0.1
0.77771820029922 0.0075392087649641 "Change Point" 51.75 0.1
0.0823722794282789 0.00685717476788366 "Individual hi" 55.7708333333333 0.1
0.822033493326069 0.00634678066062865 "Change Point" 59.7916666666667 0.1
0.242589863702675 0.00808426872756905 "Individual hi" 63.8125 0.1
0.000476885029529099 0.00769142063921368 "Change Point" 67.8333333333333 0.1
