"pval" "Variance_hat" "Method" "delta" "sigma"
0.00389642528017615 0.00210512911804123 "Individual hi" 0 0.1
0.641802556748601 0.00690192574051938 "Change Point" 0.125 0.1
5.62814454459702e-05 0.00191606041471529 "Individual hi" 0.25 0.1
0.874051002328352 0.00790838363395517 "Change Point" 0.375 0.1
0.000506635374014252 0.00482868805901946 "Individual hi" 0.5 0.1
0.418749513055109 0.0184173597118508 "Change Point" 0.625 0.1
0.0029030192072618 0.00383611927256324 "Individual hi" 0.75 0.1
0.482911618273039 0.0279669232392118 "Change Point" 0.875 0.1
0.0840751141147979 0.00440593583416955 "Individual hi" 1 0.1
0.731055621769801 0.0349126394767611 "Change Point" 1.125 0.1
0.00461450920102253 0.00491393870612431 "Individual hi" 1.25 0.1
0.175493515810923 0.0252814750820828 "Change Point" 1.375 0.1
0.0233849512054602 0.00583591768622456 "Individual hi" 1.5 0.1
0.585324883355687 0.0196213803894788 "Change Point" 1.625 0.1
0.0614762703329413 0.00527616391751449 "Individual hi" 1.75 0.1
0.510376814935208 0.0155355267000106 "Change Point" 1.875 0.1
0.0507038622636853 0.00522595332794953 "Individual hi" 2 0.1
0.470992331977629 0.010398968227268 "Change Point" 2.125 0.1
0.789167994083083 0.00462643840092885 "Individual hi" 2.25 0.1
0.616604296098254 0.00700431210926237 "Change Point" 2.375 0.1
0.366965041642895 0.00569620463973562 "Individual hi" 2.5 0.1
0.37256543680479 0.00965895673533134 "Change Point" 2.625 0.1
0.825704791608876 0.00671378561006899 "Individual hi" 2.75 0.1
0.183907861756485 0.008646507454433 "Change Point" 2.875 0.1
0.875720913230656 0.00668828796647647 "Individual hi" 3 0.1
0.719701896451277 0.00786921503129909 "Change Point" 3.5 0.1
0.430238617165538 0.00783965960115851 "Individual hi" 7.52083333333333 0.1
0.837670749131822 0.00913487135210371 "Change Point" 11.5416666666667 0.1
0.0139641391317194 0.00761417547306355 "Individual hi" 15.5625 0.1
0.972651320128992 0.00860046344585459 "Change Point" 19.5833333333333 0.1
0.388057682550637 0.00707104060611542 "Individual hi" 23.6041666666667 0.1
0.39468816220534 0.00744525577116152 "Change Point" 27.625 0.1
0.969362562438546 0.00689521290496729 "Individual hi" 31.6458333333333 0.1
0.203767289681116 0.00702219657634734 "Change Point" 35.6666666666667 0.1
0.271344889784561 0.00947275257035972 "Individual hi" 39.6875 0.1
