"pval" "Variance_hat" "Method" "delta" "sigma"
0.0705887033113282 0.00188896050470673 "Individual hi" 0 0.1
0.830470187903549 0.00576923501909177 "Change Point" 0.125 0.1
0.00365598613419321 0.0015319610073613 "Individual hi" 0.25 0.1
0.429380239713481 0.0101294422228776 "Change Point" 0.375 0.1
9.08557202532561e-05 0.00271379603832774 "Individual hi" 0.5 0.1
0.512143371107311 0.013150609965402 "Change Point" 0.625 0.1
0.0315315600477703 0.00458746171194597 "Individual hi" 0.75 0.1
0.539208661570887 0.0286273621587122 "Change Point" 0.875 0.1
0.0229943615212873 0.00398460844259866 "Individual hi" 1 0.1
0.845505104081568 0.0263834798099474 "Change Point" 1.125 0.1
0.0218004061648912 0.00554393609293288 "Individual hi" 1.25 0.1
0.705106881157015 0.0399520600796323 "Change Point" 1.375 0.1
0.34214218913063 0.00668453027117871 "Individual hi" 1.5 0.1
0.0225796582828249 0.0289482311376996 "Change Point" 1.625 0.1
0.0164430984122466 0.00501623294618423 "Individual hi" 1.75 0.1
0.486765071263188 0.016110967553694 "Change Point" 1.875 0.1
0.36248814776501 0.00607336693444657 "Individual hi" 2 0.1
0.0464468908911243 0.0181702065672632 "Change Point" 2.125 0.1
0.0568583248607239 0.00525472543967889 "Individual hi" 2.25 0.1
0.0679333718173904 0.00826746230240688 "Change Point" 2.375 0.1
0.700312066978266 0.00584729736734505 "Individual hi" 2.5 0.1
0.664648032849918 0.00770855073611062 "Change Point" 2.625 0.1
0.126880983656102 0.00634911500611715 "Individual hi" 2.75 0.1
0.9708489056408 0.0087762363093269 "Change Point" 2.875 0.1
0.994233897413019 0.0069693676900651 "Individual hi" 3 0.1
0.608491234421972 0.00873238358267017 "Change Point" 3.5 0.1
0.606541195695845 0.00572443187539699 "Individual hi" 7.52083333333333 0.1
0.323276700493275 0.00617469380107339 "Change Point" 11.5416666666667 0.1
0.341203500586867 0.00781446531138087 "Individual hi" 15.5625 0.1
0.052910896920714 0.0087356618781732 "Change Point" 19.5833333333333 0.1
0.517140457512972 0.00676353266112385 "Individual hi" 23.6041666666667 0.1
0.97511675566612 0.00692379612710102 "Change Point" 27.625 0.1
0.969720849192077 0.00740316115482422 "Individual hi" 31.6458333333333 0.1
0.222471478921256 0.0075262067298388 "Change Point" 35.6666666666667 0.1
0.496181849495373 0.00732513785764624 "Individual hi" 39.6875 0.1
0.153850508700875 0.00713315022050561 "Change Point" 43.7083333333333 0.1
0.330531258719283 0.00726602135225536 "Individual hi" 47.7291666666667 0.1
0.916256123526836 0.00712170065408932 "Change Point" 51.75 0.1
0.579651828659599 0.00944633718324145 "Individual hi" 55.7708333333333 0.1
0.354691114901567 0.00928427052887344 "Change Point" 59.7916666666667 0.1
0.894766986293191 0.00733147751140122 "Individual hi" 63.8125 0.1
0.539198201020206 0.00662229558668569 "Change Point" 67.8333333333333 0.1
0.747407300371328 0.00977350326826253 "Individual hi" 71.8541666666667 0.1
0.0287903003346493 0.00935153528607583 "Change Point" 75.875 0.1
0.937728374685562 0.0098956816772673 "Individual hi" 79.8958333333333 0.1
0.380121805794263 0.0092796300392176 "Change Point" 83.9166666666667 0.1
0.889950052049193 0.00901022888698985 "Individual hi" 87.9375 0.1
0.369009808594371 0.00834418414810711 "Change Point" 91.9583333333333 0.1
0.502218440221557 0.0103070811678954 "Individual hi" 95.9791666666667 0.1
0.522252574124999 0.00943872152173252 "Change Point" 100 0.1
0.382833524778709 0.00919716617093986 "Individual hi" 0 0.1
0.79351886197394 0.00788838502019349 "Change Point" 0.125 0.1
