"pval" "Variance_hat" "Method" "delta" "sigma"
0.00217213062917195 0.00162431112182962 "Individual hi" 0 0.1
0.211121891264743 0.00564478346866498 "Change Point" 0.125 0.1
0.0237870897347811 0.00383729230124769 "Individual hi" 0.25 0.1
0.655988414194352 0.0111254981913597 "Change Point" 0.375 0.1
0.00134936156458488 0.00365940466644164 "Individual hi" 0.5 0.1
0.481823757439449 0.0144589367714448 "Change Point" 0.625 0.1
0.00788237990372464 0.00313798778902898 "Individual hi" 0.75 0.1
0.711657710313282 0.0212093309029765 "Change Point" 0.875 0.1
0.0254497778597729 0.00473990680449016 "Individual hi" 1 0.1
0.681531775695495 0.0356535221649197 "Change Point" 1.125 0.1
0.417212631680884 0.00396582323683241 "Individual hi" 1.25 0.1
0.41296441254395 0.0180013880835121 "Change Point" 1.375 0.1
0.637747654356482 0.00437009629875439 "Individual hi" 1.5 0.1
0.447595083380964 0.0163414743262035 "Change Point" 1.625 0.1
0.0270283922998767 0.00450773008957795 "Individual hi" 1.75 0.1
0.853956412811902 0.0108148520987682 "Change Point" 1.875 0.1
0.0209155345135112 0.00472872137687724 "Individual hi" 2 0.1
0.779687079459585 0.00994557466504851 "Change Point" 2.125 0.1
0.576198856028309 0.00594566912170219 "Individual hi" 2.25 0.1
0.503528985510343 0.0107065179766464 "Change Point" 2.375 0.1
0.346011623615389 0.00710094895327228 "Individual hi" 2.5 0.1
0.6633854929089 0.0119605747909994 "Change Point" 2.625 0.1
0.362544789841118 0.00694425592498107 "Individual hi" 2.75 0.1
0.901388114917834 0.00872711722574391 "Change Point" 2.875 0.1
0.658480515080098 0.00779233240891871 "Individual hi" 3 0.1
0.101741889731618 0.00961712629779118 "Change Point" 3.5 0.1
0.345458228450767 0.00616363407009741 "Individual hi" 7.52083333333333 0.1
0.786977807026824 0.00690074843181969 "Change Point" 11.5416666666667 0.1
0.34443790845296 0.00570637645652877 "Individual hi" 15.5625 0.1
0.625089400499232 0.00591525053298278 "Change Point" 19.5833333333333 0.1
0.663899132477421 0.00874836793858245 "Individual hi" 23.6041666666667 0.1
0.374335705674129 0.0100748910224261 "Change Point" 27.625 0.1
